0	2
0	4
30	5
60	6
60	7
60	8
60	9
60	10
60	11
60	12
60	12
90	12
90	13
90	13
90	13
90	13
90	13
90	13
90	14
90	15
90	16
90	16
90	17
90	18
90	19
90	19
90	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	20
120	21
120	21
120	22
120	22
120	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	22
150	23
150	23
150	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	24
180	25
180	25
180	25
180	25
180	26
180	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	26
210	27
210	27
210	27
210	27
210	27
210	27
210	28
210	28
210	28
210	28
210	28
210	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
240	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
270	28
