

QoS,,RCV, DROP, DROP %,,AVG PK W, MAX PK W,,DIST PK WT:,0,1,2,3,4,5,6,7,8,9,10,20,30,40,50,60,70,80,90,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000
BE,,12194,0,0,,0.03033,19,,BE,30432,14,14,16,18,3,3,6,10,11,1,36
GU,,3014,0,0,,0.02321,7,,GU,7452,40,28,11,7,1,1,1,0
SN,,8875,0,0,,0.0391,19,,SN,21890,21,14,17,14,2,1,4,8,8,1,37
sBE,,5946,0,0,,0.01221,8,,sBE,14901,41,25,13,6,3,1,0,1,0


QoS,,RCV, DROP, DROP %,,AVG PK W, MAX PK W,,DIST PK WT:,0,10,50,100,500,1000,2000,3000,4000,5000
BE,,12194,0,0,,0.03033,19,,BE,30432,96,36
GU,,3014,0,0,,0.02321,7,,GU,7452,89
SN,,8875,0,0,,0.0391,19,,SN,21890,90,37
sBE,,5946,0,0,,0.01221,8,,sBE,14901,90
