A-dq

QoS,BE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
5,2,,47,0,0,,3.02467,3.04352,3.05859,,9.22337e+09,-nan,0
5,3,,70,0,0,,2.01347,2.02885,2.04241,,9.22337e+09,-nan,0
5,4,,49,0,0,,1.002,1.01452,1.02142,,9.22337e+09,-nan,0
5,6,,48,0,0,,1.00125,1.01502,1.02268,,9.22337e+09,-nan,0
5,7,,52,0,0,,2.01654,2.03003,2.04272,,9.22337e+09,-nan,0
5,8,,55,0,0,,3.02886,3.04358,3.05931,,9.22337e+09,-nan,0
5,9,,56,0,0,,4.04177,4.0607,4.08407,,9.22337e+09,-nan,0
6,1,,61,0,0,,4.02953,4.05548,4.0721,,9.22337e+09,-nan,0
6,2,,61,0,0,,4.0393,4.05798,4.07768,,9.22337e+09,-nan,0
6,3,,66,0,0,,3.0218,3.04186,3.0584,,9.22337e+09,-nan,0
6,4,,55,0,0,,2.01097,2.02845,2.04252,,9.22337e+09,-nan,0
6,5,,57,0,0,,1.00253,1.01415,1.02004,,9.22337e+09,-nan,0
6,7,,58,0,0,,1.00651,1.01528,1.02398,,9.22337e+09,-nan,0
6,8,,57,0,0,,2.01384,2.02935,2.04144,,9.22337e+09,-nan,0
6,9,,57,0,0,,3.02554,3.04412,3.06011,,9.22337e+09,-nan,0
7,1,,55,0,0,,3.0124,3.04213,3.0658,,9.22337e+09,-nan,0
7,2,,63,0,0,,4.0306,4.05664,4.07693,,9.22337e+09,-nan,0
7,3,,62,1,1.6129,,4.02591,4.05497,4.07227,,9.22337e+09,-nan,0
7,4,,56,1,1.78571,,3.02293,3.04283,3.05929,,9.22337e+09,-nan,0
7,5,,47,1,2.12766,,2.00463,2.02827,2.04341,,9.22337e+09,-nan,0
7,6,,41,0,0,,1.00432,1.01355,1.02178,,9.22337e+09,-nan,0
7,8,,51,0,0,,1.00244,1.01387,1.02269,,9.22337e+09,-nan,0
7,9,,46,0,0,,2.01217,2.02785,2.04197,,9.22337e+09,-nan,0
8,1,,72,0,0,,2.01424,2.02972,2.04153,,9.22337e+09,-nan,0
8,2,,60,0,0,,3.02654,3.04318,3.05861,,9.22337e+09,-nan,0
8,3,,51,0,0,,4.02989,4.05442,4.07212,,9.22337e+09,-nan,0
8,4,,48,0,0,,4.02603,4.05467,4.07929,,9.22337e+09,-nan,0
8,5,,44,0,0,,3.01572,3.03899,3.05462,,9.22337e+09,-nan,0
8,6,,51,0,0,,2.01158,2.02921,2.04786,,9.22337e+09,-nan,0
8,7,,57,0,0,,1.00253,1.01391,1.02194,,9.22337e+09,-nan,0
8,9,,73,0,0,,1.00683,1.01445,1.02339,,9.22337e+09,-nan,0
9,1,,50,0,0,,1.0028,1.01423,1.02373,,9.22337e+09,-nan,0
9,2,,67,0,0,,2.01247,2.02753,2.03939,,9.22337e+09,-nan,0
9,3,,49,0,0,,3.00853,3.04096,3.06004,,9.22337e+09,-nan,0
9,4,,46,1,2.17391,,4.02692,4.05174,4.08513,,9.22337e+09,-nan,0
9,5,,42,0,0,,4.01184,4.05461,4.07534,,9.22337e+09,-nan,0
9,6,,68,0,0,,3.01863,3.04046,3.06415,,9.22337e+09,-nan,0
9,7,,65,0,0,,2.01135,2.02693,2.03999,,9.22337e+09,-nan,0
9,8,,52,0,0,,1.00424,1.01376,1.02022,,9.22337e+09,-nan,0
QoS,SN
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
1,2,,178,1,0.561798,,1.00233,1.04992,1.18768,,9.22337e+09,-nan,0
1,3,,179,1,0.558659,,2.00767,2.15326,2.27614,,9.22337e+09,-nan,0
1,4,,164,6,3.65854,,3.00991,3.15023,3.28419,,9.22337e+09,-nan,0
1,5,,147,5,3.40136,,4.02522,4.22795,4.42094,,9.22337e+09,-nan,0
1,6,,174,0,0,,4.0786,4.30667,4.64405,,9.22337e+09,-nan,0
1,7,,134,5,3.73134,,3.07289,3.21921,3.52874,,9.22337e+09,-nan,0
1,8,,132,4,3.0303,,2.04414,2.11973,2.22346,,9.22337e+09,-nan,0
1,9,,172,0,0,,1.0016,1.0714,1.14917,,9.22337e+09,-nan,0
2,1,,152,1,0.657895,,1.00164,1.05292,1.14741,,9.22337e+09,-nan,0
2,3,,152,0,0,,1.00147,1.09096,1.21698,,9.22337e+09,-nan,0
2,4,,174,0,0,,2.00972,2.11087,2.22712,,9.22337e+09,-nan,0
2,5,,154,5,3.24675,,3.01053,3.1992,3.35759,,9.22337e+09,-nan,0
2,6,,188,3,1.59574,,4.19482,4.35927,4.53424,,9.22337e+09,-nan,0
2,7,,187,8,4.27807,,4.08478,4.27454,4.56666,,9.22337e+09,-nan,0
2,8,,161,3,1.86335,,3.05811,3.17228,3.31996,,9.22337e+09,-nan,0
2,9,,173,2,1.15607,,2.02476,2.11815,2.2606,,9.22337e+09,-nan,0
3,1,,165,7,4.24242,,2.07502,2.25652,2.36533,,9.22337e+09,-nan,0
3,2,,192,5,2.60417,,1.01717,1.21235,1.30912,,9.22337e+09,-nan,0
3,4,,160,0,0,,1.00124,1.01097,1.06692,,9.22337e+09,-nan,0
3,5,,158,2,1.26582,,2.00749,2.1021,2.34072,,9.22337e+09,-nan,0
3,6,,154,6,3.8961,,3.04664,3.2468,3.44076,,9.22337e+09,-nan,0
3,7,,177,8,4.51977,,4.11681,4.40378,4.64454,,9.22337e+09,-nan,0
3,8,,181,8,4.41989,,4.10442,4.36463,4.56307,,9.22337e+09,-nan,0
3,9,,178,8,4.49438,,3.05885,3.32803,3.52621,,9.22337e+09,-nan,0
4,1,,150,7,4.66667,,3.13035,3.41006,3.62159,,9.22337e+09,-nan,0
4,2,,170,4,2.35294,,2.06617,2.35676,2.57012,,9.22337e+09,-nan,0
4,3,,155,2,1.29032,,1.02689,1.15331,1.28469,,9.22337e+09,-nan,0
4,5,,181,0,0,,1.00198,1.01132,1.04534,,9.22337e+09,-nan,0
4,6,,160,3,1.875,,2.01462,2.17448,2.40551,,9.22337e+09,-nan,0
4,7,,144,4,2.77778,,3.07255,3.31567,3.4975,,9.22337e+09,-nan,0
4,8,,146,8,5.47945,,4.10887,4.3386,4.57911,,9.22337e+09,-nan,0
4,9,,174,4,2.29885,,4.11881,4.4836,4.72624,,9.22337e+09,-nan,0
5,1,,184,15,8.15217,,4.19401,4.56022,4.84528,,9.22337e+09,-nan,0
5,2,,178,6,3.37079,,3.14844,3.50824,3.78968,,9.22337e+09,-nan,0
5,3,,171,12,7.01754,,2.06906,2.31098,2.57749,,9.22337e+09,-nan,0
5,4,,163,2,1.22699,,1.00227,1.16368,1.35862,,9.22337e+09,-nan,0
5,6,,147,2,1.36054,,1.00773,1.1095,1.21545,,9.22337e+09,-nan,0
5,7,,167,3,1.79641,,2.06014,2.25283,2.42761,,9.22337e+09,-nan,0
5,8,,163,7,4.29448,,3.06269,3.30163,3.53475,,9.22337e+09,-nan,0
5,9,,171,9,5.26316,,4.1954,4.40204,4.66662,,9.22337e+09,-nan,0
6,1,,143,4,2.7972,,4.16675,4.37573,4.67759,,9.22337e+09,-nan,0
6,2,,183,9,4.91803,,4.24057,4.56165,4.87437,,9.22337e+09,-nan,0
6,3,,158,6,3.79747,,3.13001,3.36341,3.63813,,9.22337e+09,-nan,0
6,4,,152,6,3.94737,,2.0096,2.22166,2.43882,,9.22337e+09,-nan,0
6,5,,153,2,1.30719,,1.00173,1.03823,1.12341,,9.22337e+09,-nan,0
6,7,,170,4,2.35294,,1.02387,1.13819,1.26241,,9.22337e+09,-nan,0
6,8,,186,4,2.15054,,2.03843,2.19029,2.39324,,9.22337e+09,-nan,0
6,9,,151,6,3.97351,,3.13332,3.30112,3.48275,,9.22337e+09,-nan,0
7,1,,180,2,1.11111,,3.01765,3.24293,3.45006,,9.22337e+09,-nan,0
7,2,,148,6,4.05405,,4.01279,4.29767,4.52961,,9.22337e+09,-nan,0
7,3,,168,13,7.7381,,4.22559,4.42554,4.73184,,9.22337e+09,-nan,0
7,4,,145,6,4.13793,,3.01626,3.26592,3.55942,,9.22337e+09,-nan,0
7,5,,145,6,4.13793,,2.00808,2.12662,2.27874,,9.22337e+09,-nan,0
7,6,,177,4,2.25989,,1.00211,1.08378,1.22706,,9.22337e+09,-nan,0
7,8,,165,1,0.606061,,1.00252,1.0543,1.15214,,9.22337e+09,-nan,0
7,9,,167,5,2.99401,,2.00772,2.14802,2.30013,,9.22337e+09,-nan,0
8,1,,175,3,1.71429,,2.01314,2.19262,2.35084,,9.22337e+09,-nan,0
8,2,,163,3,1.84049,,3.02462,3.2163,3.49473,,9.22337e+09,-nan,0
8,3,,152,6,3.94737,,4.02717,4.32502,4.57995,,9.22337e+09,-nan,0
8,4,,144,4,2.77778,,4.04072,4.39233,4.83802,,9.22337e+09,-nan,0
8,5,,164,10,6.09756,,3.01556,3.21212,3.52882,,9.22337e+09,-nan,0
8,6,,166,5,3.01205,,2.01267,2.18412,2.46901,,9.22337e+09,-nan,0
8,7,,159,3,1.88679,,1.00171,1.09917,1.2991,,9.22337e+09,-nan,0
8,9,,162,0,0,,1.00316,1.10028,1.23528,,9.22337e+09,-nan,0
9,1,,162,1,0.617284,,1.00217,1.08659,1.18309,,9.22337e+09,-nan,0
9,2,,174,4,2.29885,,2.009,2.12899,2.32563,,9.22337e+09,-nan,0
9,3,,175,3,1.71429,,3.01017,3.23465,3.40179,,9.22337e+09,-nan,0
9,4,,163,6,3.68098,,4.02487,4.24205,4.43145,,9.22337e+09,-nan,0
9,5,,175,6,3.42857,,4.01462,4.25726,4.65924,,9.22337e+09,-nan,0
9,6,,136,4,2.94118,,3.0116,3.25958,3.59476,,9.22337e+09,-nan,0
9,7,,145,6,4.13793,,2.00515,2.14544,2.49178,,9.22337e+09,-nan,0
9,8,,140,3,2.14286,,1.00236,1.062,1.23806,,9.22337e+09,-nan,0
QoS,sBE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
1,2,,116,0,0,,1.00181,1.01405,1.02581,,9.22337e+09,-nan,0
1,3,,128,0,0,,2.00663,2.0283,2.04482,,9.22337e+09,-nan,0
1,4,,102,0,0,,3.00626,3.0366,3.06915,,9.22337e+09,-nan,0
1,5,,101,0,0,,4.0139,4.05518,4.08281,,9.22337e+09,-nan,0
1,6,,90,1,1.11111,,4.02661,4.05512,4.07961,,9.22337e+09,-nan,0
1,7,,91,0,0,,3.0239,3.0416,3.06035,,9.22337e+09,-nan,0
1,8,,91,0,0,,2.01442,2.02742,2.04475,,9.22337e+09,-nan,0
1,9,,129,0,0,,1.00214,1.01425,1.02262,,9.22337e+09,-nan,0
2,1,,104,0,0,,1.00215,1.01396,1.02256,,9.22337e+09,-nan,0
2,3,,118,0,0,,1.00276,1.01485,1.02368,,9.22337e+09,-nan,0
2,4,,104,0,0,,2.00701,2.02576,2.05441,,9.22337e+09,-nan,0
2,5,,117,0,0,,3.0115,3.0424,3.07283,,9.22337e+09,-nan,0
2,6,,101,0,0,,4.03774,4.06823,4.09425,,9.22337e+09,-nan,0
2,7,,105,1,0.952381,,4.03425,4.05582,4.07901,,9.22337e+09,-nan,0
2,8,,92,0,0,,3.01869,3.0427,3.06005,,9.22337e+09,-nan,0
2,9,,112,0,0,,2.01369,2.02869,2.04309,,9.22337e+09,-nan,0
3,1,,104,0,0,,2.01282,2.02905,2.04373,,9.22337e+09,-nan,0
3,2,,113,0,0,,1.00716,1.01501,1.02339,,9.22337e+09,-nan,0
3,4,,117,0,0,,1.00153,1.01103,1.03196,,9.22337e+09,-nan,0
3,5,,116,1,0.862069,,2.00534,2.03031,2.06084,,9.22337e+09,-nan,0
3,6,,92,0,0,,3.02588,3.05614,3.09582,,9.22337e+09,-nan,0
3,7,,111,0,0,,4.03926,4.07011,4.12051,,9.22337e+09,-nan,0
3,8,,108,1,0.925926,,4.03311,4.05612,4.07735,,9.22337e+09,-nan,0
3,9,,105,1,0.952381,,3.02725,3.0442,3.06065,,9.22337e+09,-nan,0
4,1,,115,0,0,,3.02785,3.04441,3.06059,,9.22337e+09,-nan,0
