

QoS,BE
SRC, DST, CEPID,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
1,3,43,,1,0,0,,2.00858,2.00858,2.00858,,9.22337e+09,-nan,0
1,3,44,,1,0,0,,2.00258,2.00258,2.00258,,9.22337e+09,-nan,0
1,3,45,,1,0,0,,2.00554,2.00554,2.00554,,9.22337e+09,-nan,0
1,3,46,,1,0,0,,2.00445,2.00445,2.00445,,9.22337e+09,-nan,0
1,3,47,,1,0,0,,2.00772,2.00772,2.00772,,9.22337e+09,-nan,0
1,3,48,,1,0,0,,2.0056,2.0056,2.0056,,9.22337e+09,-nan,0
1,3,49,,1,0,0,,2.00562,2.00562,2.00562,,9.22337e+09,-nan,0
1,3,50,,1,0,0,,2.00893,2.00893,2.00893,,9.22337e+09,-nan,0
1,3,51,,1,0,0,,2.0092,2.0092,2.0092,,9.22337e+09,-nan,0
1,3,52,,1,0,0,,2.00665,2.00665,2.00665,,9.22337e+09,-nan,0
1,3,53,,1,0,0,,2.0071,2.0071,2.0071,,9.22337e+09,-nan,0
1,3,54,,1,0,0,,2.00666,2.00666,2.00666,,9.22337e+09,-nan,0
1,3,55,,1,0,0,,2.00319,2.00319,2.00319,,9.22337e+09,-nan,0
1,3,56,,1,0,0,,2.00691,2.00691,2.00691,,9.22337e+09,-nan,0
1,3,57,,1,0,0,,2.00797,2.00797,2.00797,,9.22337e+09,-nan,0
1,3,58,,1,0,0,,2.00679,2.00679,2.00679,,9.22337e+09,-nan,0
1,3,59,,1,0,0,,2.00465,2.00465,2.00465,,9.22337e+09,-nan,0
1,3,60,,1,0,0,,2.003,2.003,2.003,,9.22337e+09,-nan,0
1,3,61,,1,0,0,,2.00287,2.00287,2.00287,,9.22337e+09,-nan,0
1,3,62,,1,0,0,,2.00418,2.00418,2.00418,,9.22337e+09,-nan,0
1,3,63,,1,0,0,,2.00461,2.00461,2.00461,,9.22337e+09,-nan,0
1,3,64,,1,0,0,,2.00379,2.00379,2.00379,,9.22337e+09,-nan,0
1,3,65,,1,0,0,,2.00372,2.00372,2.00372,,9.22337e+09,-nan,0
1,3,66,,1,0,0,,2.00672,2.00672,2.00672,,9.22337e+09,-nan,0
1,3,67,,1,0,0,,2.0038,2.0038,2.0038,,9.22337e+09,-nan,0
1,3,68,,1,0,0,,2.00515,2.00515,2.00515,,9.22337e+09,-nan,0
1,3,69,,1,0,0,,2.00609,2.00609,2.00609,,9.22337e+09,-nan,0
1,3,70,,1,0,0,,2.00688,2.00688,2.00688,,9.22337e+09,-nan,0
1,3,71,,1,0,0,,2.00434,2.00434,2.00434,,9.22337e+09,-nan,0
1,3,72,,1,0,0,,2.00656,2.00656,2.00656,,9.22337e+09,-nan,0
1,3,73,,1,0,0,,2.00518,2.00518,2.00518,,9.22337e+09,-nan,0
1,3,74,,1,0,0,,2.00555,2.00555,2.00555,,9.22337e+09,-nan,0
1,3,75,,1,0,0,,2.00486,2.00486,2.00486,,9.22337e+09,-nan,0
1,3,76,,1,0,0,,2.0039,2.0039,2.0039,,9.22337e+09,-nan,0
1,3,77,,1,0,0,,2.00361,2.00361,2.00361,,9.22337e+09,-nan,0
1,3,78,,1,0,0,,2.00639,2.00639,2.00639,,9.22337e+09,-nan,0
1,3,79,,1,0,0,,2.00337,2.00337,2.00337,,9.22337e+09,-nan,0
1,3,80,,1,0,0,,2.00713,2.00713,2.00713,,9.22337e+09,-nan,0
1,3,81,,1,0,0,,2.00416,2.00416,2.00416,,9.22337e+09,-nan,0
1,3,82,,1,0,0,,2.00378,2.00378,2.00378,,9.22337e+09,-nan,0
1,3,83,,1,0,0,,2.00328,2.00328,2.00328,,9.22337e+09,-nan,0
1,3,84,,1,0,0,,2.00649,2.00649,2.00649,,9.22337e+09,-nan,0
1,3,85,,1,0,0,,2.00672,2.00672,2.00672,,9.22337e+09,-nan,0
1,3,86,,1,0,0,,2.0039,2.0039,2.0039,,9.22337e+09,-nan,0
1,3,87,,1,0,0,,2.0054,2.0054,2.0054,,9.22337e+09,-nan,0
1,3,88,,1,0,0,,2.00564,2.00564,2.00564,,9.22337e+09,-nan,0
