

QoS,BE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
8,9,,139,0,0,,1.00122,1.00259,1.01621,,9.22337e+09,-nan,0
9,1,,125,0,0,,1.00127,1.00258,1.00669,,9.22337e+09,-nan,0
9,2,,135,0,0,,2.00246,2.00561,2.0726,,9.22337e+09,-nan,0
9,3,,132,0,0,,3.00366,3.00798,3.0515,,9.22337e+09,-nan,0
9,4,,117,0,0,,4.00489,4.01051,4.02531,,9.22337e+09,-nan,0
9,5,,127,0,0,,4.00484,4.01126,4.09162,,9.22337e+09,-nan,0
9,6,,118,0,0,,3.00367,3.00807,3.06761,,9.22337e+09,-nan,0
9,7,,129,0,0,,2.00247,2.00496,2.00856,,9.22337e+09,-nan,0
9,8,,131,0,0,,1.00122,1.00283,1.04962,,9.22337e+09,-nan,0
QoS,sBE
SRC, DST,,SEND, DROP, DROP %,,MIN DELAY,AVG DELAY,MAX DELAY,,MIN JITTER,AVG JITTER,MAX JITTER
1,2,,79,0,0,,1.00129,1.00271,1.01668,,9.22337e+09,-nan,0
1,3,,87,0,0,,2.00266,2.00556,2.03448,,9.22337e+09,-nan,0
1,4,,96,0,0,,3.00364,3.00794,3.03821,,9.22337e+09,-nan,0
1,5,,80,0,0,,4.00492,4.01056,4.06704,,9.22337e+09,-nan,0
1,6,,87,0,0,,4.00486,4.0107,4.02726,,9.22337e+09,-nan,0
1,7,,68,0,0,,3.00397,3.00827,3.04318,,9.22337e+09,-nan,0
1,8,,75,0,0,,2.00242,2.00527,2.03518,,9.22337e+09,-nan,0
1,9,,85,0,0,,1.00121,1.00289,1.0197,,9.22337e+09,-nan,0
2,1,,75,0,0,,1.00124,1.00264,1.01096,,9.22337e+09,-nan,0
2,3,,65,0,0,,1.00128,1.00265,1.00808,,9.22337e+09,-nan,0
2,4,,76,0,0,,2.00244,2.00544,2.02461,,9.22337e+09,-nan,0
2,5,,99,0,0,,3.00366,3.00794,3.05533,,9.22337e+09,-nan,0
2,6,,83,0,0,,4.00487,4.0107,4.06363,,9.22337e+09,-nan,0
2,7,,65,0,0,,4.0051,4.01069,4.05372,,9.22337e+09,-nan,0
2,8,,102,0,0,,3.00367,3.00781,3.04856,,9.22337e+09,-nan,0
2,9,,75,0,0,,2.00245,2.00493,2.00842,,9.22337e+09,-nan,0
